id,title,Summary2,cause,newkeys,sif_indicators,label_reason,human_sif_label,review_reason
201271657,employee killed in fall from bridge,two employees were installing decking pans on a bridge construction site. employee #1 stepped onto a decking pan that had not been secured and fell approximately 100 ft to the ground. employee #1 was not using a fall protection system. employee #1 was killed.,fall through opening,"fall, fall protection, bridge, bridge deck, unsecured, unguarded, unstable surface, construction","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Worker fell about 100 ft through unsecured bridge decking without fall protection; fatal fall exposure.
201024825,employee falls from ladder hanging picture fractures ankle,on august 27 2013 employee #1 with california state insulation fell from a ladder when it slipped while he was hanging a picture. he fell about 10 feet. he suffered a compound fracture to his right ankle. employee #1 was hospitalized.,[],"fracture, painter, maintenance, fall, ladder, ankle, slip",,no_strong_sif_evidence,SIF,"Worker fell about 10 ft from a ladder onto a hard surface; meaningful fall exposure, although the injury was limited to an ankle fracture."
202005427,roofer is killed in fall from house,on october 25 2010 employee #1 a 38-yr-old male roofer was working atop a private residence. although the employee was wearing a safety harness he fell 20 ft off the pitched roof to his death. unfortunately the safety harness was not attached as required to a secured anchor point.,fall from roof,"construction, roof, roofer, fall, fall protection, safety bar, anchor","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Worker fell 20 ft from a pitched roof without a properly connected fall-protection anchor.
201360757,employee killed when crushed between backhoe bucket and boom,at approximately 4:00 p.m. on march 17 1999 employee #1 of carbo inc. was directed by his employer to accompany a friend of the employer who needed assistance extracting a caterpillar 416-c backhoe that had become stuck in soft ground on a highway shoulder outside of morgan city ms. the employer's friend had left the south fresh farms maintenance shop on his company's leased caterpillar and had been headed north to help the employer load diesel truck engines onto a flatbed trailer. while traveling the 2.8 miles into town on the mostly gravel and dirt farm-to-market road the friend saw some standing water near the east shoulder of the road. he stopped and began to use the backhoe's 4 yard front loader bucket to cut a drainage swath in the soft road shoulder. the friend customarily maintained the road in this way primarily so trucks hauling catfish for south fresh farms would not get stuck. as he was working on the drainage swath the backhoe's right-side wheels became stuck in the dirt. the friend then hitched a ride into town to summon help from employee #1's supervisor who owned an international winch truck which he used in his house moving business. employee #1 was directed to take the winch truck and to help pull the backhoe out of the ditch. before beginning the extraction the friend had to balance the backhoe by shifting the bucket to the right. after the machine was pulled out of the ditch the friend said he needed to move the backhoe attachment's boom and bucket to allow employee #1 to unhook the winch line's tail chain. when the friend pulled the backhoe's bucket in toward the boom he heard a crunching sound. employee #1 had become caught between the backhoe bucket and the boom. he was crushed and killed. employee #1 had moved between the boom and the bucket instead of waiting for an appropriate signal that it was safe to do so.,crushed/run,"construction, crushed, truck boom, communication, highway shoulder, backhoe bucket, derrick truck, mired, caught between, work rules","fatality, caught_between",fatal_outcome; caught_between_high_energy,SIF,Worker was caught between a backhoe bucket and boom; fatal high-energy mobile-equipment exposure.
202341913,employee killed in fall when wooden floor collapses,on december 12 2007 employee #1 a structural steel erection foreman was working in a building undergoing a gut renovation where the wood was being replaced by steel beams. he was carrying an acetylene cylinder while walking along a pre-existing wooden joist floor with poured concrete on top. as he was moving the floor suddenly collapsed and he fell one story to the basement. employee #1 fell on a wooden beam and concrete. emergency services was called and he was transported to st. vincents hospital where he was pronounced dead upon arrival. a shoring plan was in place but shoring was being removed to install steel beams and the shoring was not being replaced. the floor collapsed because a brace supporting a wooden joist on the first floor had been removed to install a steel beam and after the beam was in place the brace was not replaced.,fall,"construction, fall, collapse, joist, walking surface, support posts, bracing, unsecured, work rules, walking on plank",fatality,fatal_outcome,SIF,"Structural floor collapsed while occupied, causing a fatal fall; inadequate shoring was identified."
202357877,employees are injured in fall into trench,on january 16 2006 employees #1 and #2 fell into a trench while engaged in horseplay. employee #2 landed on top of employee #1. a fire department trench collapse team extricated employee #1 and airlifted him to maryland shock trauma where he was treated for an injured back. employee #2 sustained minor abrasions. an investigation revealed that employees were not protected from cave-ins were not trained in trenching and excavation safety requirements and were not wearing hardhats.,fall,"construction, trench, excavation, work rules, horseplay, hard hat, back, sprain, abrasion, cave-in",fire_explosion,no_strong_sif_evidence,SIF,Workers fell into an unprotected trench and the site lacked cave-in protection; trench collapse/excavation exposure had fatal potential.
201853439,employee killed in fall when rope broke,on august 25 2000 employee #1 was sitting in a boatswain's chair positioned 40 ft above the ground and was sandblasting a tank. employee #1 fell and was killed when the rope broke.,fall,"fall, rope, bosun chair, sandblasting, tank","fatality, confined_space",fatal_outcome,SIF,Worker fell 40 ft from a boatswain's chair after rope failure; fatal fall exposure.
202493342,employee is shot in knee with nail,on august 24 2012 employee #1 was kneeling on the secondary story floor of a residential building under construction and nailing floor joists. he used a hitachi pneumatic nail gun to attach the joists on boards that connected with the frame of the floor. when he arrived to a metal tie strap going from the joist to a wall he tried to shoot a nail into a pre drilled and punched hole in the strap but missed. the nail gun kicked back and bounced up and then came down on his left knee shooting a nail into his knee. employee #1 was transported to a medical center where he received medical attention and underwent surgical procedures and was then hospitalized for one day.,struck by falling object/projectile,"installing, portable power tool, struck by, nail, knee",struck_by,no_strong_sif_evidence,NON-SIF,"Pneumatic nail gun caused a knee injury, but the narrative does not indicate a realistic fatal-potential mechanism."
201079639,employee gets a foot amputation after being struck by a stee,at approximately 10:00 a.m. on june 5 2013 employee #1 of schuff steel company sustained serious injuries after being struck by a 35 foot steel beam. employee #1 suffered a thigh laceration and a foot amputation. employee #1 was rigging a 35 foot steel column beam weighing over 2 500 lbs. for a vertical lift by a liebherr lr1200 crane using a 12 ton sheave (hickey) with two shackles and round pull pins. the round pull pins became disconnected from the shackle causing the end of the beam being hoisted to fall and strike employee #1. the pull pins were not secured with safety pins or cotter pins to prevent unintentional displacement of the load.,struck by falling object/projectile,"amputated, foot, beam, pin, shackle, struck by","struck_by, lifting, amputation",no_strong_sif_evidence,SIF,"2,500-lb steel beam fell during lifting and caused a foot amputation; severe high-energy suspended-load exposure."
202340675,employee falls inside tower crane and is killed,on november 10 2004 an employee worked as a crane oiler for difama concrete inc. he stood in the neck of a tower crane on a wood plank pulling a rope tag line to position a suspended load (generator) onto the crane platform. he fell a total of approximately 30 feet inside the tower crane (hammerhead crane). the employee fell 10 feet to the first platform through a hatchway and fell another 20 feet to the next platform inside the tower. he was not wearing a fall protection device. he died from head injuries,fall through opening,"construction, tower crane, crane, tower, fall, fall protection, head","fatality, lifting",fatal_outcome; lifting_high_energy_exposure,SIF,Worker fell about 30 ft inside a tower crane through a hatchway; fatal fall exposure.
200676120,employee is killed in fall from derrick,on august 7 2006 employee #1 was working in an elevated basket of a deep injection well rig. he was installing an elevator attachment device at the top portion of a drill collar. the basket did not have rails at the area used to attach and separate collars and pipes. while in the basket of the derrick employee #1 leaned forward to install the elevator to the collar. he wrapped his right arm around the collar and had his left hand on a rope that was around the collar. he pushed the collar with his right shoulder and dropped the rope from his left hand. the momentum and weight of the collar caused employee #1 to lose his balance and fall forward. he grabbed the elevator with both hands while both his feet remained on the basket for approximately 15 seconds. his feet slipped off the basket and he hung from the elevator by his hands. employee #1 hugged the top portion of the collar as he slid down approximately 50 ft. his hands slipped off the collar and he fell approximately 70 ft to the steel surface of the derrick. he was killed.,fall from vehicle,"derrick, derrick platform, derrickman, fall, fall protection, well, well service rig, lost balance","fatality, fall_from_height, struck_by",fatal_outcome; fall_with_height_exposure,SIF,Worker fell about 70 ft from a derrick basket; unguarded elevated work area and fatal fall exposure.
202341871,employee killed in fall from suspended scaffold,at approximately 9:10 a.m. on october 29 2007 employee #1 and a coworker were on a two-point suspended scaffold engaged in brick pointing. the coworker was working from the south side of the scaffold and employee #1 was working from the north side. the coworker later stated that they decided to go up to get more bricks. he was pressing the up button on his side of the scaffold when employee #1 accidentally pressed the down button on this side. both buttons became stuck in their respective positions causing the scaffold to assume a vertical position. employee #1 was apparently holding his rope grabber on his personal fall protection system in the open position when he began to fall and it did not engage. he fell approximately 8 stories and was killed. the coworker held onto his cable and did not fall; the was able to climb onto the adjoining terrace and to safety.,fall from/with scaffold,"construction, two pt susp scaffold, communication, fall, work rules, elevated work plat, fall protection, scaffold","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Suspended scaffold became vertical and worker fell about eight stories; fatal fall exposure.
202369435,employee's body has not been found after falling from bridge,employee #1 was on the deck of a bridge rigging for tarps in preparation for painting when he fell into the river. a search of the river was conducted but with no body found. it is presumed to be a fatality.,[],"fall, bridge, river, paint",fall_from_height,no_strong_sif_evidence,SIF,Worker fell from a bridge into a river and was presumed dead; fatal fall exposure.
200998615,employee falls from suspended scaffold,on may 26 2010 employee#1 of g.c. zarnas & co. inc. was fatally injured in a fall from a suspended scaffold. the fatality involved a two point suspension scaffold which was rigged inside a water tank for painting the inside of the tank. the scaffold was suspended on one side from a 37 inch i-beam which was placed over a 24 inch vent opening on top of the tank. the other side was suspended from a 1 inch steel bar placed over a 2 inch coupling hole at the top of the tank. the i-beam was not secured to the structure. on the day of the accident the i-beam fell though the vent opening causing one end of the scaffold to fall. employee #1 was tied off to a lifeline however the 5/8 inch rope lifeline which went through the same vent opening as the suspension rope of the scaffold was cut by the sharp edge of the vent opening and employee #1 fell approximately 33 to 34 feet to his death.,fall from/with scaffold,"fall, scaffold, water tank, lifeline, suspension strand","fatality, fall_from_height, confined_space",fatal_outcome; fall_with_height_exposure,SIF,Suspended scaffold failure and lifeline failure led to a 33–34 ft fatal fall inside a tank.
201495058,employee is injured by drilling rig rotating drive shaft,on december 11 2010 in riverdale ca employee #1 a driller's assistant was injured when his shirt became entangled in water well drilling rig's pump drive shaft. this caused him to be thrown against the truck. during the division of occupational safety and health (dosh) investigation employee #1 alleged that he received a report that the water pump gland packing was leaking. employee #1 allegedly used an open end wrench to tighten the packing. employee #1 asserted he was wearing thermal underwear under a short sleeved t-shirt. employee #1 allegedly reached toward the packing and his right bicep contacted the pump's rotating drive shaft. employee #1's shirt became entangled in the shaft. the employer had a well devised safety program including a policy to shut down the rig when any adjustments maintenance or repairs were required. employee #1's eighth rib on the left side of his rib cage was fractured and employee #1 suffered pulmonary contusion and abrasions on his upper torso. employee #1 was hospitalized for less than 24 hours and his injuries were not considered serious or life threatening. on december 13 2010 the big river drilling's insurance agent notified dosh of the injury. the dosh drilling rig inspection raised questions as to why employee #1 came into contact with the rotating shaft since the gland packing adjusting nuts were easily accessible. the drive shaft was accessible with some difficulty. employee #1's injury would require climbing on to the pump and working over the top rather than standing on the ground. employee#1's employer received consideration for penalty and classification for violation of requirements related to the employer's injury and illness prevention program lack of body protection and guarding of moving parts of machinery/equipment.,[],"repair, fracture, rotating shaft, protective clothing, entangled, rib, contusion, abrasion, well service rig, struck against",struck_by,no_strong_sif_evidence,SIF,Worker's clothing became entangled in a rotating drilling-rig shaft; high-energy caught-in machinery exposure.
202556742,employee is found unconscious after fall from ladder,on june 3 2013 employee #1 a construction laborer was installing windows at a residence in anaheim. the employee was using an a-frame ladder that was folded and leaning against a wall at the side of the house under the window. employee #1 placed a 2 by 8 in. sill at the bottom of the window. he saw that there was a gap and began to pull the wood back out of the window the wood suddenly released from the window causing the employee to fall backwards off the ladder and hitting a wood fence and onto a brick edge of a planter box. the employee was found unconscious. employee #1 was transported to an area hospital where he underwent surgery. employee was hospitalized for more than three days.,fall from/with ladder,"ladder, pull back device, wood slab, fall, unconsciousness",fall_from_height,no_strong_sif_evidence,SIF,"Worker fell from a ladder, was found unconscious, required surgery, and was hospitalized; significant head-injury potential."
200713394,employee is killed when crushed by atv,on may 19 2008 employee #1 parked an atv near the top of a hill that had a slope of 14.5 degrees. he failed to set the vehicle's emergency brake. when the atv rolled down the hill it crushed employee #1 and killed him.,crushed/run,"construction, run over, crushed, slope, sloping, brake","fatality, struck_by, caught_between",fatal_outcome; caught_between_high_energy; struck_by_vehicle_exposure,SIF,Unbraked ATV rolled downhill and crushed the worker; fatal mobile-equipment/caught-between exposure.
200960573,employee injured when struck by side mirror of pickup,employee #1 part of a two-man equipment operator crew performing highway renovations was receiving dump truck loads of stone. temporary traffic controls were in place; the two-lane road had a single lane coned off and the other lane was being controlled by a flagger on each end. while the road traffic was stopped employee #1 left the side of the road to check on the contents of a truck that had just arrived. the truck was parked partially on the road and partially on the shoulder. employee #1 mounted the truck step on the driver's side spoke with the driver and signed the load slip. he had started to back down off the truck step when he was struck by the passenger side mirror of a ford 350 dual-rear-wheel pickup truck that was passing beside the parked dump truck. the pickup was the first in a line of traffic that had been released by the flagger to proceed as a single lane. employee #1 was transported to the hospital where he was treated for contusions and a tingling sensation in his legs. he was not wearing a safety vest at the time of the accident. there was also a lack of properly trained and maryland-approved flaggers onsite and no competent inspection personnel.,crushed/run,"construction, traffic control, struck by, pickup truck, side view mirror, highway, clearance, reflective vest, untrained, work rules","struck_by, caught_between",caught_between_high_energy,SIF,Worker was struck by a moving pickup in an active highway work zone; vehicle/traffic exposure had fatal potential.
200361731,worker is injured when struck by steel taper tie,at approximately 11:40 a.m. on july 15 2013 employee #1 and coworkers #1 #2 #3 and #4 all employed by a company specializing in the construction of water and sewer lines and related structures were engaged in constructing a concrete and steel cascade aerator building for the regional wastewater management facilities effluent pipeline project. they had begun working together on wall a preparing concrete forms. then coworkers #1 #2 and #3 moved to wall b which was perpendicular to wall a and began stripping concrete forms. coworker #4 was instructed to work on the roof section. employee #1 was instructed to stay on wall a and continue preparing concrete forms. coworker #1 was positioned approximately 15 to16 feet up on the finished concrete forms on wall b. he was using a 10-pound steel sledge hammer to hit a .625-inch diameter by 49-inch long alisply steel taper tie through the 18-inch thick cement wall. employee #1 was working on the ground on the opposite side of the wall about 6 feet away from coworker #1 at slab level. coworker #1 hit the taper tie two or three times whereupon it flew out from the opposite side of the concrete wall and struck employee #1 in the back. employee #1 fell to the ground. coworker #4 working on the roof section saw employee #1 lying on the ground and yelled for someone to call 911. at approximately 12:05 p.m. the emergency dispatcher for chatham county dispatched emergency medical services and the moncure fire department to the construction site. the emergency responders stated in their report that employee #1 was found conscious and alert complaining of having back and right leg pain. they placed employee #1 on a stretcher and transported him to the hospital where he was admitted and treated.,struck by falling object/projectile,"construction, concrete form work, wall, hand tool, struck by, steel, leg, back","fall_from_height, struck_by, fire_explosion",fall_with_height_exposure,SIF,A steel taper tie was driven through concrete and struck a worker; high-energy projectile exposure.
