id,title,Summary2,cause,newkeys,sif_indicators,label_reason,human_sif_label,review_reason
201408283,electric shock,a construction laborer was electrocuted while welding. he had been using defective equipment.,electrocution by touching exposed wire/source,"electrical, construction, water, welder, welding, inadequate maint, electrocuted, e c, e gi v",electrical,electrical_energy_exposure,,
201943081,construction worker injured in 20 ft. fall from scaffolding,"on april 3 2013 employee #1 a 56-year-old male with cy & serena construction inc dba budget home construction was performing construction duties on the east (diamond head) side of the home on a scaffold about 12 ft. above a concrete stairway marking rafters. employee #1 was not wearing a pfas full body harness; the scaffolding did not have guardrails or netting installed. employee #1 remembers marking the rafters and then he stated that he ""felt like he was falling."" at that moment employee #1 told himself to relax and he did not remember anything after that. employee #1 woke up in the emergency room at queens hospital. employee #1 suffered bruises to his back laceration to his forehead and was taken to queens hospital for treatment. investigation report: 1. employee #1 was working on scaffolding when he fell about 12 ft. onto a concrete stairway. 2. employee #1 was the employer. 3. employee #1 erected the scaffolding himself. 4. the scaffolding was rented from atlas builders. 5. employee #1 was wearing a pfas full body harness; the scaffolding did not have guardrails or safety nets installed. 6. employee #1 did not get any formal fall protection and scaffolding training. 7. employee #1 and the employer said that his site fall protection rule was no workers were allowed on the scaffold until he is finished erecting the scaffolding and deemed the scaffolding safe yet he allowed workers to use the scaffolding. 8. the job site house was a duplex the rear unit is 1 200 square feet unit is 1500 sf. 9. the roof had a 4/12 pitch. 10. the rear eave was 16 ft. above ground and the front eave was 12 ft. above the ground. 11. employee #1 was the employer and the general contractor. 12. the general contractor started on the project in october 2012 and estimated he will complete the job by june 2013. 13. there were no witnesses to the fall although there were two other workers at the job site at the time of the event. causes: 1. employee #1 was not protected from falling off the scaffolding. he did not wear a full body harness and was not tied off. 2. the scaffolding did not have any guardrails. 3. a safety net was installed around the scaffolding. employee #1 had 30 years of experience with the employer and the weather conditions were sunny with clear skies on the day of the event.",fall from/with scaffold,"fall, construction, scaffold, scaffolding, ppe, guard, guardrail",fall_from_height,fall_with_height_exposure,,
201510856,steel plate falls fractures sawmill workers leg,on october 19 2012 employee #1 a 29-year-old male with joseph hardesty dba hardesty sand & gravel was dismantling machinery in an inactive sawmill when a nine hundred and eighty pound steel plate fell and broke his lower leg. employee #1 was hospitalized for fracture injures as a result of this event.,struck by falling object/projectile,"saw, sawmill, steel, struck by, falling object, fracture, leg",struck_by,no_strong_sif_evidence,,
202493342,employee is shot in knee with nail,on august 24 2012 employee #1 was kneeling on the secondary story floor of a residential building under construction and nailing floor joists. he used a hitachi pneumatic nail gun to attach the joists on boards that connected with the frame of the floor. when he arrived to a metal tie strap going from the joist to a wall he tried to shoot a nail into a pre drilled and punched hole in the strap but missed. the nail gun kicked back and bounced up and then came down on his left knee shooting a nail into his knee. employee #1 was transported to a medical center where he received medical attention and underwent surgical procedures and was then hospitalized for one day.,struck by falling object/projectile,"installing, portable power tool, struck by, nail, knee",struck_by,no_strong_sif_evidence,,
202614038,employee is shocked by concrete compactor,on july 19 2011 employee #1 was working for his employer a construction contracting company. employee #1 was assigned to compact concrete into a column using a concrete compactor. the concrete compactor shocked employee #1 and he fell from the top of the column. employee #1 was wearing fall protection and his fall was stopped before he hit the ground below.,electric shock,"concrete, elec port tool--misc, shock, fall, fall protection",electrical,electrical_energy_exposure,,
202655395,consruction worker amputates thumb with a skilsaw,at approximately 10:00 a.m. on november 29 2011 employee #1 a 45-year-old male with of har-bro inc. was assigned to prepare 2 by 4's for backing of a firestop at the ceiling level. employee #1 was operating a skilsaw 7.25-inch worm drive saw model number shd77m serial number 786124351. employee #1 and did not utilize saw horses or any other method of securing the 2 by 4 so that he could operate the saw with both hands on the two handles of the saw. as employee #1 was notching the 2 by 4 the saw got bound up in the piece of wood as employee #1 attempted to remove the saw from the wood the still-moving blade caught the top of the unsecured 2 by 4 pulling it and the employee #1's left thumb into the blade. employee #1 was transported to desert regional medical center in palm springs where he was treated for an amputation of part of his thumb on his left hand. the employer har-bro inc. conducts rehabilitation construction activities for residential sites that have been damaged by fire or flood.,other,"construction, amputated, thumb, hand, hand tool, saw, electric saw","fire_explosion, amputation",no_strong_sif_evidence,,
786673,employees unhurt in 20 ft fall from steel cage,at about 8 a.m. on march 6 1990 employees #1 #2 and #3 were working on a steel cage made from rebar. the cage was the foundation for a concrete column for a bridge support. it was set into a cofferdam and supported by 3/8 in. guys at each of four corners. one guy failed and employees #1 #2 and #3 fell approximately 20 ft to the bottom of the cofferdam. none of the employees was seriously injured.,[],"equipment failure, falling object, coffer dam, fall, bridge column, work rules, construction, guy",fall_from_height,fall_with_height_exposure,,
170839864,employee lacerates wrist in fall through greenhouse roof,at approximately 1:00 p.m. on november 9 2007 employee #1 a journeyman glazier was installing glass panels on a greenhouse roof at a residential site in sea ranch ca. he fell through the glass panel he was placing and fell approximately 5 ft to 7 ft landing on a bench. employee #1 lacerated his left wrist including both muscles and tendons. he was transported by his employer to redwood coast medical center in gualala and then transferred to santa rosa memorial hospital where he was admitted for reconstructive surgery to his wrist. employee #1 normally worked with no direct supervision using hand tools and sikaflex glass sealants.,fall from roof,"construction, fall, broken glass, wrist, laceration, tendon, installing, roof",fall_from_height,fall_with_height_exposure,,
14340376,employee drowns after falling from bridge tower,employee #1 was working on a bridge tower that had been damaged when rammed by a ship. he was burning off bolts so that the damaged steel could be removed and replaced with new steel. evidence reveals that he had completed the job and was moving to another position when he fell approximately 60 ft to the water. while falling employee #1 struck against the concrete counterweight rolled off the counterweight to the concrete foot of the tower and then bounced off the footing and fell onto the fender system from which he fell feet first into the water. the weight of his safety belt kept him under water and he drowned. he was not wearing a life vest.,[],"construction, fall, drown, bridge column, safety belt, life jacket, fall protection, work rules, ppe","fall_from_height, struck_by",fall_with_height_exposure,,
170869614,employee's arm fractured in fall while climbing utility pole,a power line crew was removing a 12.2-meter utility pole from a parking lot. one of the crewmembers was asked to climb between 5 and 6 meters up the pole belt off and attach a steel sling as it was held in position by a crane. because the pole was leaning at an angle the employee was told to climb the pole on the high side. he had reached a height of approximately 3.7 meters when his gaffs cut out and he fell to the asphalt. he suffered a fractured arm for which he was hospitalized.,fall from/with ladder,"fall, arm, fracture, utility pole, elec utility work, cutout--gaff, work surface, fall protection","fall_from_height, lifting",fall_with_height_exposure,,
200651842,burn,a foreman and an electrician's helper were assigned to remove a temporary electrical service from a construction site. a permanent 480-volt transformer on the site supplied the temporary service. when the employees arrived at the temporary service they saw that the meter had been pulled and an insulated cover was over the contacts with a seal on the meter box. the foreman opened an electrical box adjacent to the meter. this box enclosed the main disconnect for the feeder from the transformer to the meter. the foreman watched as the helper tested the feeder. the feeder from the disconnect was deenergized on the load side of the disconnect. the foreman told the helper that he could disconnect the temporary service and the foreman left the immediate area. the helper cut the feeder on the supply side of the disconnect which was still energized and caused an electrical fault. the ensuing electric arc threw the helper about a meter back and ignited his clothing. the employee received first- and second-degree burns on the front midsection of his body and on small areas on his face. he was hospitalized at a burn center for his injuries. he was released as an outpatient several days later.,fire/explosion,"electrical, burn, untrained, electrical work, lockout, electric arc, electrical fault, clothing, e c","electrical, fire_explosion",electrical_energy_exposure; fire_explosion_energy,,
202064168,electric shock,a power line contractor had a contract with an electric utility to install a 161-kilovolt overhead power line from a tower to a new switching substation. the contractor was replacing an existing line of 954 mcm acsr conductors from the north tower to the substation with a new line of 2034 mcm acsr conductors. the new conductors had been connected at the north tower and were being secured at an a-frame in the substation. the general supervisor had directed the removal of all protective grounding jumpers from the north and south towers. two employees were in a personnel platform on a crane. a bonding jumper was installed between the phase conductor and the platform on the crane. the truck crane was not adequately grounded to earth. the phase conductor was grounded through the hoist but no other protective grounds were installed. the two employees had just completed splicing the ends of the three phase conductors from the north tower to their counterparts on the a-frame. each of the phase conductors was held by a 2.7-metric-ton hoist. the employees had clipped in the first phase conductor. one of them then started to remove the hoist from that conductor and received an electric shock. the employee let go of the hoist but grabbed it again and gave it a big push to force it away from the conductor. when the hoist separated from the conductor the employee was electrocuted. the power line on which the employees were working was deenergized; however a 500-kilovolt overhead power line ran parallel to it. a test on the lower voltage line after the accident found it to be energized at 7000 volts through induction from the higher voltage line.,electrocution from equipment installation/tool use,"electrical, electrocuted, elec utility work, power line worker, overhead power line, protective grounding, induced current, e ptd","electrical, lifting",electrical_energy_exposure,,
202493946,workers injured in fall when ladder detaches from building,at approximately 12:00 p.m. on october 1 2012 employee #1 and employee #2 both mechanical engineering technicians employed by capital mechanical inc. a heating and air conditioning systems (hvac) contractor were working at a two-story apartment building in an apartment complex where their employer had a service contract. they were replacing ducting in conjunction with another subcontractor's reroofing project. employee #1 and employee #2 were descending from the second-story roof of the building using ladders affixed to the building exterior. employee #2 had already descended the ladder fixed to the second story and was accessing another fixed ladder on a lower roof. employee #1 had just stepped one step down on the ladder fixed to the second story when the ladder came loose. employee #2 tried to catch the ladder and push it back toward the building. employee #1 fell approximately 19 to 20 feet. employee #2 fell approximately 10 feet from his position. employee #1 sustained an unspecified fracture and was hospitalized. employee #2 sustained an unspecified sprain/strain that did not require hospitalization. employee #1 and employee #2 as well as employees of the roofing contractor had been utilizing the ladder without issue prior to the accident. employee #1 had checked the ladder prior to using it and found it to be in good working condition. it was not believed the ladder had been moved or replaced during the roofing project. at the time of the accident the employer had been servicing the complex for between 2 and 3 years. the employer had an effective injury and illness prevention program and code of safe practices.,fall from/with ladder,"construction, ladder, fixed ladder, equipment failure, fall, fracture, sprain, roof, maintenance",fall_from_height,fall_with_height_exposure,,
202315560,employee burned in arc flash from switchboard,on december 14 2005 employee #1 and a coworker were replacing a 200-amp circuit breaker in an energized 480-volt switchboard. they short-circuited an energized two-phase busbar causing an arc flash and fire. employee #1 suffered second- and third-degree burns on his face and hand with approximately 10 percent of his body sustaining burn injuries. although he was working on a live distribution panel no insulated gloves insulated tools suitable barriers or approved insulating materials were in use at the time of the accident.,electrocution from equipment installation/tool use,"construction, electric arc, fire, burn, elec protect equip, work rules, electrical fault, electrical, electrical work, insulated tool","electrical, fire_explosion",electrical_energy_exposure,,
201181880,employee is injured when crane falls over,on august 27 2003 employee #1 was working as a pile driver on pier 43 for killgore industries located in san francisco california. the employer was conducting pile driving operations and was doing pier renovation for the port of san francisco california. employee #1 was on the lead to free a jammed hammer. after failed attempts the foreman signaled for him to come down. the lead was held in place by a p & h crane. the crane operator swung the lead with employee #1 holding on. employee #1 did not realize that the lead was tipping until he saw the ground getting closer to him. at approximately 12:30 p.m. he jumped off the lead and landed onto the pier on both feet. he was knocked onto the ground by falling cables. he got up and disconnected his fall protection equipment. employee #1 was taken to general hospital in san francisco california and treated for bruises on his right knee left biceps shoulder blade concussion and vertigo. he went back to the jobsite on the same day. the crane operator suffered minor bruises and was not required to go to the hospital.,[],"crane, pier, lead, fall protection, contusion, knee, shoulder",lifting,no_strong_sif_evidence,,
202674941,roofer falls through skylight sustains multiple fractures,on may 20 2013 employee #1 a supervisor employed by western foam inc. a roofing contractor was performing roofing operations at a building construction site. he was moving a hose on the roof at a height of 19 feet 8 inches when he fell through a skylight. emergency services were called and he was transported to the hospital. he was admitted and treated for a fractured skull a fractured right wrist and a fractured right pelvis. the subsequent investigation determined that employee #1 was not tied off that is he was not using a personal fall arrest system.,fall through opening,"construction, roof, carpenter, skylight, fall, fall protection, fracture, skull, wrist, pelvis",fall_from_height,fall_with_height_exposure,,
200515914,three workers are injured when struck by collapsing trusses,at approximately 7:15 a.m. on september 20 2013 employees #1 #2 and #3 employed by nor-son inc. were performing exterior carpentry work at a building construction site. each was working in the basket of one of three scissor lifts. the building's roof trusses collapsed struck the three scissor lifts and knocked the scissor lifts to the ground with the workers still in the baskets. emergency services were called and the three employees were transported to the hospital. all were hospitalized. employee #1 was treated for leg fractures. employee #2 was treated for a fractured chest. employee #3 was treated for lacerations to the face.,fall from/with structure,"construction, carpenter, aerial lift, falling object, truss, collapse, face, leg, chest, fracture","fall_from_height, struck_by",no_strong_sif_evidence,,
202612198,employee falls from roof and ruptures kidney,on june 3 2010 employee #1 of above all roofing solutions inc. was installing facia board on a roofing project when he lost his balance and fell 12 feet to grade. he was able to grab a window and landed hard on his right foot. the impact jolted his body and resulted in a ruptured right kidney. employee #1 was hospitalized due to his injuries.,fall from roof,"kidney, fall, rupture",fall_from_height,fall_with_height_exposure,,
202555009,construction worker falls from ladder and injures ankle,on july 30 2012 employee #1 a 52-year-old male construction laborer employed by general contractor l & s construction inc. was descending from an aluminum extension ladder into a roadway excavation. after reaching the bottom rung of the ladder employee #1 attempted to step around the ladder in the narrow excavation trapping his right foot in the rung and fractured his right ankle. employee #1 was hospitalized as a result of the event.,fall from/with ladder,"construction, fall, ladder, sprain, ankle, fracture",fall_from_height,no_strong_sif_evidence,,
762609,electric shock,an employee was making final adjustments to a residential wiring system. two sections of 12/2 awg non-metallic-sheathed cable (romex) were used to supply power from the temporary electrical service to the meter base for the residence. this allowed the wiring inside the house to be inspected and equipment to be checked to ensure that it worked properly. the employee was under the house connecting the grounding electrode conductor to the cold water pipe serving as the grounding electrode. the polarity of the temporary service was reversed and the grounding electrode conductor was actually connected to an ungrounded circuit conductor. the employee was electrocuted as he was making the connection to the water pipe.,[],"electrical, electrocuted, electrician, electrical work, lockout, system grounding, ground fault, reverse polarity, e gi iv",electrical,electrical_energy_exposure,,
